Project,Package,Class,Method,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,EnumErrorMsg,getErrorMessage,5,1,2,33,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,EnumErrorMsg,getErrorMessage,15,3,3,39,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,IntegerErrorMsg,getErrorMessage,9,2,1,24,0,com.github.cameltooling.lsp.internal.catalog.util.StringUtils,com.github.cameltooling.lsp.internal.catalog.util.StringUtils
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,InvalidDurationErrorMsg,getErrorMessage,9,2,1,26,0,com.github.cameltooling.lsp.internal.catalog.util.StringUtils,com.github.cameltooling.lsp.internal.catalog.util.StringUtils
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,LenientOptionMsg,LenientOptionMsg,3,1,1,23,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,LenientOptionMsg,getErrorMessage,3,1,1,27,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,LenientOptionMsg,isInfoLevel,3,1,0,32,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,LenientOptionMsg,isWarnLevel,3,1,0,37,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,NotConsumerOnlyErrorMsg,getErrorMessage,3,1,1,20,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,NotConsumerOnlyErrorMsg,isWarnLevel,3,1,0,25,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,NotProducerOnlyErrorMsg,getErrorMessage,3,1,1,20,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,NotProducerOnlyErrorMsg,isWarnLevel,3,1,0,25,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,NumberErrorMsg,getErrorMessage,9,2,1,24,0,com.github.cameltooling.lsp.internal.catalog.util.StringUtils,com.github.cameltooling.lsp.internal.catalog.util.StringUtils
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,ReferenceErrorMsg,getErrorMessage,12,3,1,24,0,com.github.cameltooling.lsp.internal.catalog.util.StringUtils,com.github.cameltooling.lsp.internal.catalog.util.StringUtils
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,RequiredErrorMsg,getErrorMessage,3,1,1,24,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,UnknownComponentErrorMsg,getErrorMessage,3,1,1,20,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,UnknownErrorMsg,getErrorMessage,3,1,1,20,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,BooleanErrorMsgTest,testGetErrorMessageSpecifyInvalid,5,1,0,28,1,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,BooleanErrorMsgTest,testGetErrorMessageSpecifyEmpty,5,1,0,37,1,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,EnumErrorMsgTest,testGetErrorMessage,7,1,0,29,1,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,IntegerErrorMsgTest,testGetErrorMessageSpecifyInvalid,5,1,0,28,1,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,IntegerErrorMsgTest,testGetErrorMessageSpecifyEmpty,5,1,0,37,1,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,NumberErrorMsgTest,testGetErrorMessageSpecifyInvalid,5,1,0,28,1,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,NumberErrorMsgTest,testGetErrorMessageSpecifyEmpty,5,1,0,37,1,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,ReferenceErrorMsgTest,testGetErrorMessageNotStartingWithSharp,5,1,0,28,1,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,ReferenceErrorMsgTest,testGetErrorMessageStartingWithSharp,5,1,0,38,1,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,ReferenceErrorMsgTest,testGetErrorMessageSpecifyEmpty,5,1,0,47,1,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodDescriptorModel,getDescription,3,1,0,26,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodDescriptorModel,setDescription,3,1,1,29,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodDescriptorModel,getSignatures,3,1,0,32,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodDescriptorModel,setSignatures,3,1,1,35,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodsModel,getCreator,3,1,0,27,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodsModel,setCreator,3,1,1,30,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodsModel,getDeleter,3,1,0,33,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodsModel,setDeleter,3,1,1,36,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodsModel,getFetcher,3,1,0,39,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodsModel,setFetcher,3,1,1,42,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodsModel,getReader,3,1,0,45,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodsModel,setReader,3,1,1,48,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodsModel,getUpdater,3,1,0,51,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionMethodsModel,setUpdater,3,1,1,54,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,isConsumerOnly,3,1,0,37,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,setConsumerOnly,3,1,1,40,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,isProducerOnly,3,1,0,43,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,setProducerOnly,3,1,1,46,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,getAliases,3,1,0,49,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,setAliases,3,1,1,52,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,getApiOptionsMethodsModel,3,1,0,55,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,setApiOptionsMethodsModel,3,1,1,58,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,getName,3,1,0,61,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,setName,3,1,1,64,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,getAliasToKind,10,3,0,68,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiOptionModel,getKindToAlias,10,3,0,79,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyMethodOptionModel,getProperties,3,1,0,26,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyMethodOptionModel,add,3,1,1,30,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,getName,3,1,0,32,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,setName,3,1,1,35,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,getCreator,3,1,0,38,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,setCreator,3,1,1,41,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,getDeleter,3,1,0,44,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,setDeleter,3,1,1,47,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,getFetcher,3,1,0,50,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,setFetcher,3,1,1,53,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,getReader,3,1,0,56,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,setReader,3,1,1,59,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,getUpdater,3,1,0,62,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,setUpdater,3,1,1,65,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,getPropertyMethod,3,1,1,68,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ApiPropertyOptionModel,addPropertyMethod,3,1,2,71,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,getDefaultValue,3,1,0,34,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setDefaultValue,3,1,1,38,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,getEnums,3,1,0,42,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setEnums,3,1,1,46,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,getName,3,1,0,50,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setName,3,1,1,54,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,getKind,3,1,0,58,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setKind,3,1,1,62,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,getGroup,3,1,0,66,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setGroup,3,1,1,70,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,isRequired,3,1,0,74,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setRequired,3,1,1,78,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,getType,3,1,0,82,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setType,3,1,1,86,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,getJavaType,3,1,0,90,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setJavaType,3,1,1,94,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,isDeprecated,3,1,0,98,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setDeprecated,3,1,1,102,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,isSecret,3,1,0,106,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setSecret,3,1,1,110,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,getDescription,3,1,0,114,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,BaseOptionModel,setDescription,3,1,1,118,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getKind,3,1,0,44,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setKind,3,1,1,48,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getScheme,3,1,0,52,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setScheme,3,1,1,56,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getSyntax,3,1,0,60,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setSyntax,3,1,1,64,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getAlternativeSyntax,3,1,0,68,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setAlternativeSyntax,3,1,1,72,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getAlternativeSchemes,3,1,0,76,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setAlternativeSchemes,3,1,1,80,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getTitle,3,1,0,84,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setTitle,3,1,1,88,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getDescription,3,1,0,92,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setDescription,3,1,1,96,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getLabel,3,1,0,100,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setLabel,3,1,1,104,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getDeprecated,3,1,0,108,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setDeprecated,3,1,1,112,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getConsumerOnly,3,1,0,116,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setConsumerOnly,3,1,1,120,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getProducerOnly,3,1,0,124,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setProducerOnly,3,1,1,128,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getJavaType,3,1,0,132,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setJavaType,3,1,1,136,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getGroupId,3,1,0,140,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setGroupId,3,1,1,144,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getArtifactId,3,1,0,148,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setArtifactId,3,1,1,152,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getVersion,3,1,0,156,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,setVersion,3,1,1,160,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getComponentOptions,3,1,0,164,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,addComponentOption,3,1,1,168,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getEndpointOptions,3,1,0,172,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,addEndpointOption,3,1,1,176,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getComponentOption,3,1,1,180,0,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getEndpointOption,3,1,1,184,0,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel
camel-language-server,com.github.cameltooling.lsp.internal.catalog.model,ComponentModel,getApis,3,1,0,188,0,,
